,prov,provid,amp,ampid
0,กาญจนบุรี,กจ,ด่านมะขามเตี้ย,14
1,กาญจนบุรี,กจ,ทองผาภูมิ,2
2,กาญจนบุรี,กจ,ท่าม่วง,3
3,กาญจนบุรี,กจ,ท่ามะกา,4
4,กาญจนบุรี,กจ,ไทรโยค,5
5,กาญจนบุรี,กจ,บ่อพลอย,6
6,กาญจนบุรี,กจ,พนมทวน,7
7,กาญจนบุรี,กจ,มะขามเตี้ย,11
8,กาญจนบุรี,กจ,เมืองกาญจนบุรี,1
9,กาญจนบุรี,กจ,เลาขวัญ,8
10,กาญจนบุรี,กจ,ศรีสวัสดิ์,9
11,กาญจนบุรี,กจ,สังขละบุรี,10
12,กาญจนบุรี,กจ,หนองปรือ,12
13,กาญจนบุรี,กจ,ห้วยกระเจา,13
14,กรุงเทพมหานคร,กท,คลองเตย,25
15,กรุงเทพมหานคร,กท,คลองสาน,2
16,กรุงเทพมหานคร,กท,คลองสามวา,42
17,กรุงเทพมหานคร,กท,คันนายาว,41
18,กรุงเทพมหานคร,กท,จตุจักร,26
19,กรุงเทพมหานคร,กท,จอมทอง,27
20,กรุงเทพมหานคร,กท,ดอนเมือง,28
21,กรุงเทพมหานคร,กท,ดินแดง,37
22,กรุงเทพมหานคร,กท,ดุสิต,1
23,กรุงเทพมหานคร,กท,ตลิ่งชัน,12
24,กรุงเทพมหานคร,กท,ทวีวัฒนา,40
25,กรุงเทพมหานคร,กท,ทุ่งครุ,48
26,กรุงเทพมหานคร,กท,ธนบุรี,3
27,กรุงเทพมหานคร,กท,บางกอกน้อย,13
28,กรุงเทพมหานคร,กท,บางกอกใหญ่,4
29,กรุงเทพมหานคร,กท,บางกะปิ,14
30,กรุงเทพมหานคร,กท,บางขุนเทียน,15
31,กรุงเทพมหานคร,กท,บางเขน,16
32,กรุงเทพมหานคร,กท,บางคอแหลม,29
33,กรุงเทพมหานคร,กท,บางแค,39
34,กรุงเทพมหานคร,กท,บางซื่อ,30
35,กรุงเทพมหานคร,กท,บางนา,45
36,กรุงเทพมหานคร,กท,บางบอน,49
37,กรุงเทพมหานคร,กท,บางพลัด,31
38,กรุงเทพมหานคร,กท,บางรัก,5
39,กรุงเทพมหานคร,กท,บึงกุ่ม,32
40,กรุงเทพมหานคร,กท,ปทุมวัน,6
41,กรุงเทพมหานคร,กท,ประเวศ,33
42,กรุงเทพมหานคร,กท,ป้อมปราบศัตรูพ่าย,7
43,กรุงเทพมหานคร,กท,พญาไท,8
44,กรุงเทพมหานคร,กท,พระโขนง,17
45,กรุงเทพมหานคร,กท,พระนคร,9
46,กรุงเทพมหานคร,กท,ภาษีเจริญ,18
47,กรุงเทพมหานคร,กท,มีนบุรี,19
48,กรุงเทพมหานคร,กท,ยานนาวา,10
49,กรุงเทพมหานคร,กท,ราชเทวี,34
50,กรุงเทพมหานคร,กท,ราษฎร์บูรณะ,20
51,กรุงเทพมหานคร,กท,ลาดกระบัง,21
52,กรุงเทพมหานคร,กท,ลาดพร้าว,35
53,กรุงเทพมหานคร,กท,วังทองหลาง,43
54,กรุงเทพมหานคร,กท,วัฒนา,47
55,กรุงเทพมหานคร,กท,สวนหลวง,38
56,กรุงเทพมหานคร,กท,สะพานสูง,50
57,กรุงเทพมหานคร,กท,สัมพันธวงศ์,11
58,กรุงเทพมหานคร,กท,สาทร,36
59,กรุงเทพมหานคร,กท,สายไหม,44
60,กรุงเทพมหานคร,กท,หนองแขม,22
61,กรุงเทพมหานคร,กท,หนองจอก,23
62,กรุงเทพมหานคร,กท,หลักสี่,46
63,กรุงเทพมหานคร,กท,ห้วยขวาง,24
64,กระบี่,กบ,เกาะลันตา,2
65,กระบี่,กบ,เขาพนม,3
66,กระบี่,กบ,คลองท่อม,4
67,กระบี่,กบ,ปลายพระยา,6
68,กระบี่,กบ,เมืองกระบี่,1
69,กระบี่,กบ,ลำทับ,7
70,กระบี่,กบ,เหนือคลอง,8
71,กระบี่,กบ,อ่าวลึก,5
72,กำแพงเพชร,กพ,โกสัมพีนคร,11
73,กำแพงเพชร,กพ,ขาณุวรลักษบุรี,2
74,กำแพงเพชร,กพ,คลองขลุง,3
75,กำแพงเพชร,กพ,คลองลาน,6
76,กำแพงเพชร,กพ,ทรายทองวัฒนา,8
77,กำแพงเพชร,กพ,ไทรงาม,5
78,กำแพงเพชร,กพ,บึงสามัคคี,10
79,กำแพงเพชร,กพ,ปางศิลาทอง,9
80,กำแพงเพชร,กพ,พรานกระต่าย,4
81,กำแพงเพชร,กพ,เมืองกำแพงเพชร,1
82,กำแพงเพชร,กพ,ลานกระบือ,7
83,กาฬสินธุ์,กส,กมลาไสย,2
84,กาฬสินธุ์,กส,กุฉินารายณ์,3
85,กาฬสินธุ์,กส,เขาวง,4
86,กาฬสินธุ์,กส,คำม่วง,10
87,กาฬสินธุ์,กส,ฆ้องชัย,15
88,กาฬสินธุ์,กส,ดอนจาน,16
89,กาฬสินธุ์,กส,ท่าคันโท,5
90,กาฬสินธุ์,กส,นาคู,18
91,กาฬสินธุ์,กส,นามน,13
92,กาฬสินธุ์,กส,เมืองกาฬสินธุ์,1
93,กาฬสินธุ์,กส,ยางตลาด,6
94,กาฬสินธุ์,กส,ร่องคำ,11
95,กาฬสินธุ์,กส,สมเด็จ,7
96,กาฬสินธุ์,กส,สหัสขันธ์,8
97,กาฬสินธุ์,กส,สามชัย,17
98,กาฬสินธุ์,กส,หนองกุงศรี,12
99,กาฬสินธุ์,กส,ห้วยผึ้ง,14
100,กาฬสินธุ์,กส,ห้วยเม็ก,9
101,ขอนแก่น,ขก,กระนวน,2
102,ขอนแก่น,ขก,เขาสวนกวาง,19
103,ขอนแก่น,ขก,โคกโพธิ์ไชย,24
104,ขอนแก่น,ขก,ชนบท,3
105,ขอนแก่น,ขก,ชุมแพ,4
106,ขอนแก่น,ขก,ซำสูง,25
107,ขอนแก่น,ขก,น้ำพอง,5
108,ขอนแก่น,ขก,โนนศิลา,22
109,ขอนแก่น,ขก,บ้านไผ่,6
110,ขอนแก่น,ขก,บ้านฝาง,15
111,ขอนแก่น,ขก,บ้านแฮด,23
112,ขอนแก่น,ขก,เปือยน้อย,18
113,ขอนแก่น,ขก,พระยืน,16
114,ขอนแก่น,ขก,พล,7
115,ขอนแก่น,ขก,ภูผาม่าน,20
116,ขอนแก่น,ขก,ภูเวียง,8
117,ขอนแก่น,ขก,มัญจาคีรี,9
118,ขอนแก่น,ขก,เมืองขอนแก่น,1
119,ขอนแก่น,ขก,เวียงเก่า,26
120,ขอนแก่น,ขก,แวงน้อย,10
121,ขอนแก่น,ขก,แวงใหญ่,17
122,ขอนแก่น,ขก,สีชมพู,11
123,ขอนแก่น,ขก,หนองนาคำ,21
124,ขอนแก่น,ขก,หนองเรือ,12
125,ขอนแก่น,ขก,หนองสองห้อง,13
126,ขอนแก่น,ขก,อุบลรัตน์,14
127,จันทบุรี,จบ,แก่งหางแมว,8
128,จันทบุรี,จบ,ขลุง,2
129,จันทบุรี,จบ,เขาคิชฌกูฏ,10
130,จันทบุรี,จบ,ท่าใหม่,3
131,จันทบุรี,จบ,นายายอาม,9
132,จันทบุรี,จบ,โป่งน้ำร้อน,4
133,จันทบุรี,จบ,มะขาม,5
134,จันทบุรี,จบ,เมืองจันทบุรี,1
135,จันทบุรี,จบ,สอยดาว,7
136,จันทบุรี,จบ,แหลมสิงห์,6
137,ฉะเชิงเทรา,ฉช,คลองเขื่อน,11
138,ฉะเชิงเทรา,ฉช,ท่าตะเกียบ,10
139,ฉะเชิงเทรา,ฉช,บางคล้า,2
140,ฉะเชิงเทรา,ฉช,บางน้ำเปรี้ยว,3
141,ฉะเชิงเทรา,ฉช,บางปะกง,4
142,ฉะเชิงเทรา,ฉช,บ้านโพธิ์,5
143,ฉะเชิงเทรา,ฉช,แปลงยาว,9
144,ฉะเชิงเทรา,ฉช,พนมสารคาม,6
145,ฉะเชิงเทรา,ฉช,เมืองฉะเชิงเทรา,1
146,ฉะเชิงเทรา,ฉช,ราชสาส์น,8
147,ฉะเชิงเทรา,ฉช,สนามชัยเขต,7
148,ชัยนาท,ชน,เนินขาม,7
149,ชัยนาท,ชน,มโนรมย์,2
150,ชัยนาท,ชน,เมืองชัยนาท,1
151,ชัยนาท,ชน,วัดสิงห์,3
152,ชัยนาท,ชน,สรรคบุรี,4
153,ชัยนาท,ชน,สรรพยา,5
154,ชัยนาท,ชน,หนองมะโมง,8
155,ชัยนาท,ชน,หันคา,6
156,ชลบุรี,ชบ,เกาะจันทร์,12
157,ชลบุรี,ชบ,เกาะสีชัง,2
158,ชลบุรี,ชบ,บ่อทอง,10
159,ชลบุรี,ชบ,บางพระ,11
160,ชลบุรี,ชบ,บางละมุง,3
161,ชลบุรี,ชบ,บ้านบึง,4
162,ชลบุรี,ชบ,พนัสนิคม,5
163,ชลบุรี,ชบ,พานทอง,6
164,ชลบุรี,ชบ,เมืองชลบุรี,1
165,ชลบุรี,ชบ,ศรีราชา,7
166,ชลบุรี,ชบ,สัตหีบ,8
167,ชลบุรี,ชบ,หนองใหญ่,9
168,ชุมพร,ชพ,ท่าแซะ,2
169,ชุมพร,ชพ,ทุ่งตะโก,8
170,ชุมพร,ชพ,ปะทิว,3
171,ชุมพร,ชพ,พะโต๊ะ,4
172,ชุมพร,ชพ,เมืองชุมพร,1
173,ชุมพร,ชพ,ละแม,5
174,ชุมพร,ชพ,สวี,6
175,ชุมพร,ชพ,หลังสวน,7
176,เชียงใหม่,ชม,กัลยาณิวัฒนา,25
177,เชียงใหม่,ชม,จอมทอง,2
178,เชียงใหม่,ชม,เชียงดาว,3
179,เชียงใหม่,ชม,ไชยปราการ,21
180,เชียงใหม่,ชม,ดอยเต่า,19
181,เชียงใหม่,ชม,ดอยสะเก็ด,4
182,เชียงใหม่,ชม,ดอยหล่อ,23
183,เชียงใหม่,ชม,ฝาง,5
184,เชียงใหม่,ชม,พร้าว,6
185,เชียงใหม่,ชม,เมืองเชียงใหม่,1
186,เชียงใหม่,ชม,แม่แจ่ม,7
187,เชียงใหม่,ชม,แม่แตง,8
188,เชียงใหม่,ชม,แม่ริม,9
189,เชียงใหม่,ชม,แม่วาง,22
190,เชียงใหม่,ชม,แม่ออน,24
191,เชียงใหม่,ชม,แม่อาย,10
192,เชียงใหม่,ชม,เวียงแหง,20
193,เชียงใหม่,ชม,สะเมิง,11
194,เชียงใหม่,ชม,สันกำแพง,12
195,เชียงใหม่,ชม,สันทราย,13
196,เชียงใหม่,ชม,สันป่าตอง,14
197,เชียงใหม่,ชม,สารภี,15
198,เชียงใหม่,ชม,หางดง,16
199,เชียงใหม่,ชม,อมก๋อย,17
200,เชียงใหม่,ชม,ฮอด,18
201,ชัยภูมิ,ชย,เกษตรสมบูรณ์,2
202,ชัยภูมิ,ชย,แก้งคร้อ,3
203,ชัยภูมิ,ชย,คอนสวรรค์,4
204,ชัยภูมิ,ชย,คอนสาร,5
205,ชัยภูมิ,ชย,จัตุรัส,6
206,ชัยภูมิ,ชย,ซับใหญ่,15
207,ชัยภูมิ,ชย,เทพสถิต,12
208,ชัยภูมิ,ชย,เนินสง่า,16
209,ชัยภูมิ,ชย,บ้านเขว้า,7
210,ชัยภูมิ,ชย,บ้านแท่น,8
211,ชัยภูมิ,ชย,บำเหน็จณรงค์,9
212,ชัยภูมิ,ชย,ภักดีชุมพล,14
213,ชัยภูมิ,ชย,ภูเขียว,10
214,ชัยภูมิ,ชย,เมืองชัยภูมิ,1
215,ชัยภูมิ,ชย,หนองบัวแดง,11
216,ชัยภูมิ,ชย,หนองบัวระเหว,13
217,เชียงราย,ชร,ขุนตาล,15
218,เชียงราย,ชร,เชียงของ,2
219,เชียงราย,ชร,เชียงแสน,3
220,เชียงราย,ชร,ดอยหลวง,19
221,เชียงราย,ชร,เทิง,4
222,เชียงราย,ชร,ป่าแดด,5
223,เชียงราย,ชร,พญาเม็งราย,12
224,เชียงราย,ชร,พาน,6
225,เชียงราย,ชร,เมืองเชียงราย,1
226,เชียงราย,ชร,แม่จัน,7
227,เชียงราย,ชร,แม่ฟ้าหลวง,16
228,เชียงราย,ชร,แม่ฟ้าหลวง,14
229,เชียงราย,ชร,แม่ลาว,17
230,เชียงราย,ชร,แม่สรวย,8
231,เชียงราย,ชร,แม่สาย,9
232,เชียงราย,ชร,เวียงแก่น,13
233,เชียงราย,ชร,เวียงชัย,10
234,เชียงราย,ชร,เวียงเชียงรุ้ง,18
235,เชียงราย,ชร,เวียงป่าเป้า,11
236,ตาก,ตก,ท่าสองยาง,2
237,ตาก,ตก,บ้านตาก,3
238,ตาก,ตก,พบพระ,8
239,ตาก,ตก,เมืองตาก,1
240,ตาก,ตก,แม่ระมาด,4
241,ตาก,ตก,แม่สอด,5
242,ตาก,ตก,วังเจ้า,9
243,ตาก,ตก,สามเงา,6
244,ตาก,ตก,อุ้มผาง,7
245,ตรัง,ตง,กันตัง,2
246,ตรัง,ตง,นาโยง,8
247,ตรัง,ตง,ปะเหลียน,3
248,ตรัง,ตง,เมืองตรัง,1
249,ตรัง,ตง,ย่านตาขาว,4
250,ตรัง,ตง,รัษฎา,9
251,ตรัง,ตง,วังวิเศษ,7
252,ตรัง,ตง,สิเกา,5
253,ตรัง,ตง,ห้วยยอด,6
254,ตรัง,ตง,หาดสำราญ,10
255,ตราด,ตร,กิ่งอำเภอราชการุณย์,8
256,ตราด,ตร,เกาะกูด,6
257,ตราด,ตร,เกาะช้าง,7
258,ตราด,ตร,เขาสมิง,2
259,ตราด,ตร,คลองใหญ่,3
260,ตราด,ตร,บ่อไร่,4
261,ตราด,ตร,เมืองตราด,1
262,ตราด,ตร,แหลมงอบ,5
263,หนองคาย,นค,เซกา,2
264,หนองคาย,นค,โซ่พิสัย,3
265,หนองคาย,นค,ท่าบ่อ,4
266,หนองคาย,นค,บึงกาฬ,5
267,หนองคาย,นค,บึงโขงหลง,11
268,หนองคาย,นค,บุ่งคล้า,13
269,หนองคาย,นค,ปากคาด,10
270,หนองคาย,นค,เฝ้าไร่,15
271,หนองคาย,นค,พรเจริญ,9
272,หนองคาย,นค,โพธิ์ตาก,17
273,หนองคาย,นค,โพนพิสัย,6
274,หนองคาย,นค,เมืองหนองคาย,1
275,หนองคาย,นค,รัตนวาปี,16
276,หนองคาย,นค,ศรีเชียงใหม่,7
277,หนองคาย,นค,ศรีวิไล,12
278,หนองคาย,นค,สระใคร,14
279,หนองคาย,นค,สังคม,8
280,นครปฐม,นฐ,กำแพงแสน,2
281,นครปฐม,นฐ,ดอนตูม,3
282,นครปฐม,นฐ,นครชัยศรี,4
283,นครปฐม,นฐ,บางเลน,5
284,นครปฐม,นฐ,พุทธมณฑล,7
285,นครปฐม,นฐ,เมืองนครปฐม,1
286,นครปฐม,นฐ,สามพราน,6
287,นราธิวาส,นธ,จะแนะ,12
288,นราธิวาส,นธ,เจาะไอร้อง,13
289,นราธิวาส,นธ,ตากใบ,2
290,นราธิวาส,นธ,บาเจาะ,3
291,นราธิวาส,นธ,เมืองนราธิวาส,1
292,นราธิวาส,นธ,ยี่งอ,4
293,นราธิวาส,นธ,ระแงะ,5
294,นราธิวาส,นธ,รือเสาะ,6
295,นราธิวาส,นธ,แว้ง,7
296,นราธิวาส,นธ,ศรีสาคร,10
297,นราธิวาส,นธ,สุคิริน,11
298,นราธิวาส,นธ,สุไหงโก-ลก,8
299,นราธิวาส,นธ,สุไหงปาดี,9
300,น่าน,นน,เฉลิมพระเกียรติ,14
301,น่าน,นน,เชียงกลาง,2
302,น่าน,นน,ท่าวังผา,3
303,น่าน,นน,ทุ่งช้าง,4
304,น่าน,นน,นาน้อย,5
305,น่าน,นน,นาหมื่น,10
306,น่าน,นน,บ่อเกลือ,12
307,น่าน,นน,บ้านหลวง,9
308,น่าน,นน,ปัว,6
309,น่าน,นน,ภูเพียง,0
310,น่าน,นน,เมืองน่าน,1
311,น่าน,นน,แม่จริม,7
312,น่าน,นน,เวียงสา,8
313,น่าน,นน,สองแคว,13
314,น่าน,นน,สันติสุข,11
315,นนทบุรี,นบ,ไทรน้อย,2
316,นนทบุรี,นบ,บางกรวย,3
317,นนทบุรี,นบ,บางบัวทอง,4
318,นนทบุรี,นบ,บางใหญ่,5
319,นนทบุรี,นบ,ปากเกร็ด,6
320,นนทบุรี,นบ,เมืองนนทบุรี,1
321,นครพนม,นพ,ท่าอุเทน,2
322,นครพนม,นพ,ธาตุพนม,3
323,นครพนม,นพ,นาแก,4
324,นครพนม,นพ,นาทม,11
325,นครพนม,นพ,นาหว้า,5
326,นครพนม,นพ,บ้านแพง,6
327,นครพนม,นพ,ปลาปาก,7
328,นครพนม,นพ,โพนสวรรค์,10
329,นครพนม,นพ,เมืองนครพนม,1
330,นครพนม,นพ,เรณูนคร,8
331,นครพนม,นพ,วังยาง,12
332,นครพนม,นพ,ศรีสงคราม,9
333,หนองบัวลำภู,นภ,นากลาง,3
334,หนองบัวลำภู,นภ,นาวัง,6
335,หนองบัวลำภู,นภ,โนนสัง,7
336,หนองบัวลำภู,นภ,เมืองหนองบัวลำภู,1
337,หนองบัวลำภู,นภ,ศรีบุญเรือง,2
338,หนองบัวลำภู,นภ,สุวรรณคูหา,4
339,หนองบัวลำภู,นภ,เสนางคนิคม,5
340,นครราชสีมา,นม,แก้งสนามนาง,23
341,นครราชสีมา,นม,ขามทะเลสอ,2
342,นครราชสีมา,นม,ขามสะแกแสง,3
343,นครราชสีมา,นม,คง,4
344,นครราชสีมา,นม,ครบุรี,5
345,นครราชสีมา,นม,จักราช,6
346,นครราชสีมา,นม,เฉลิมพระเกียรติ,31
347,นครราชสีมา,นม,ชุมพวง,7
348,นครราชสีมา,นม,โชคชัย,8
349,นครราชสีมา,นม,ด่านขุนทด,9
350,นครราชสีมา,นม,เทพารักษ์,34
351,นครราชสีมา,นม,โนนแดง,24
352,นครราชสีมา,นม,โนนไทย,10
353,นครราชสีมา,นม,โนนสูง,11
354,นครราชสีมา,นม,บัวลาย,29
355,นครราชสีมา,นม,บัวใหญ่,12
356,นครราชสีมา,นม,บ้านเหลื่อม,21
357,นครราชสีมา,นม,ประทาย,13
358,นครราชสีมา,นม,ปักธงชัย,14
359,นครราชสีมา,นม,ปากช่อง,15
360,นครราชสีมา,นม,พระทองคำ,26
361,นครราชสีมา,นม,พิมาย,16
362,นครราชสีมา,นม,เมืองนครราชสีมา,1
363,นครราชสีมา,นม,เมืองยาง,30
364,นครราชสีมา,นม,ลำทะเมนชัย,27
365,นครราชสีมา,นม,วังน้ำเขียว,25
366,นครราชสีมา,นม,สีคิ้ว,17
367,นครราชสีมา,นม,สีดา,28
368,นครราชสีมา,นม,สูงเนิน,18
369,นครราชสีมา,นม,เสิงสาง,20
370,นครราชสีมา,นม,หนองบุญมาก,22
371,นครราชสีมา,นม,ห้วยแถลง,19
372,นครนายก,นย,บ้านนา,2
373,นครนายก,นย,ปากพลี,3
374,นครนายก,นย,เมืองนครนายก,1
375,นครนายก,นย,องครักษ์,4
376,นครสวรรค์,นว,เก้าเลี้ยว,2
377,นครสวรรค์,นว,โกรกพระ,3
378,นครสวรรค์,นว,ชุมตาบง,15
379,นครสวรรค์,นว,ชุมแสง,4
380,นครสวรรค์,นว,ตากฟ้า,5
381,นครสวรรค์,นว,ตาคลี,6
382,นครสวรรค์,นว,ท่าตะโก,7
383,นครสวรรค์,นว,บรรพตพิสัย,8
384,นครสวรรค์,นว,พยุหะคีรี,9
385,นครสวรรค์,นว,ไพศาลี,10
386,นครสวรรค์,นว,เมืองนครสวรรค์,1
387,นครสวรรค์,นว,แม่เปิน,14
388,นครสวรรค์,นว,แม่วงก์,13
389,นครสวรรค์,นว,ลาดยาว,11
390,นครสวรรค์,นว,หนองบัว,12
391,นครศรีธรรมราช,นศ,ขนอม,2
392,นครศรีธรรมราช,นศ,จุฬาภรณ์,21
393,นครศรีธรรมราช,นศ,ฉวาง,3
394,นครศรีธรรมราช,นศ,เฉลิมพระเกียรติ,20
395,นครศรีธรรมราช,นศ,ชะอวด,4
396,นครศรีธรรมราช,นศ,ช้างกลาง,22
397,นครศรีธรรมราช,นศ,เชียรใหญ่,5
398,นครศรีธรรมราช,นศ,ถ้ำพรรณรา,18
399,นครศรีธรรมราช,นศ,ท่าศาลา,6
400,นครศรีธรรมราช,นศ,ทุ่งสง,7
401,นครศรีธรรมราช,นศ,ทุ่งใหญ่,8
402,นครศรีธรรมราช,นศ,นบพิตำ,19
403,นครศรีธรรมราช,นศ,นาบอน,16
404,นครศรีธรรมราช,นศ,บางขัน,17
405,นครศรีธรรมราช,นศ,ปากพนัง,9
406,นครศรีธรรมราช,นศ,พรหมคีรี,15
407,นครศรีธรรมราช,นศ,พระพรหม,23
408,นครศรีธรรมราช,นศ,พิปูน,14
409,นครศรีธรรมราช,นศ,เมืองนครศรีธรรมราช,1
410,นครศรีธรรมราช,นศ,ร่อนพิบูลย์,10
411,นครศรีธรรมราช,นศ,ลานสกา,11
412,นครศรีธรรมราช,นศ,สิชล,12
413,นครศรีธรรมราช,นศ,หัวไทร,13
414,บึงกาฬ,บก,เซกา,4
415,บึงกาฬ,บก,โซ่พิสัย,3
416,บึงกาฬ,บก,บึงโขงหลง,6
417,บึงกาฬ,บก,บุ่งคล้า,8
418,บึงกาฬ,บก,ปากคาด,5
419,บึงกาฬ,บก,พรเจริญ,2
420,บึงกาฬ,บก,เมืองบึงกาฬ,1
421,บึงกาฬ,บก,ศรีวิไล,7
422,บุรีรัมย์,บร,กระสัง,2
423,บุรีรัมย์,บร,คูเมือง,3
424,บุรีรัมย์,บร,แคนดง,23
425,บุรีรัมย์,บร,เฉลิมพระเกียรติ,21
426,บุรีรัมย์,บร,ชำนิ,19
427,บุรีรัมย์,บร,นางรอง,4
428,บุรีรัมย์,บร,นาโพธิ์,14
429,บุรีรัมย์,บร,โนนดินแดง,20
430,บุรีรัมย์,บร,โนนสุวรรณ,17
431,บุรีรัมย์,บร,บ้านกรวด,5
432,บุรีรัมย์,บร,บ้านด่าน,22
433,บุรีรัมย์,บร,บ้านใหม่ไชยพจน์,18
434,บุรีรัมย์,บร,ประโคนชัย,6
435,บุรีรัมย์,บร,ปะคำ,12
436,บุรีรัมย์,บร,พลับพลาชัย,15
437,บุรีรัมย์,บร,พุทไธสง,7
438,บุรีรัมย์,บร,เมืองบุรีรัมย์,1
439,บุรีรัมย์,บร,ละหานทราย,8
440,บุรีรัมย์,บร,ลำปลายมาศ,9
441,บุรีรัมย์,บร,สตึก,10
442,บุรีรัมย์,บร,หนองกี่,11
443,บุรีรัมย์,บร,หนองหงส์,13
444,บุรีรัมย์,บร,ห้วยราช,16
445,ประจวบคีรีขันธ์,ปข,กุยบุรี,2
446,ประจวบคีรีขันธ์,ปข,ทับสะแก,3
447,ประจวบคีรีขันธ์,ปข,บางสะพาน,4
448,ประจวบคีรีขันธ์,ปข,บางสะพานน้อย,7
449,ประจวบคีรีขันธ์,ปข,ปราณบุรี,5
450,ประจวบคีรีขันธ์,ปข,เมืองประจวบคีรีขันธ์,1
451,ประจวบคีรีขันธ์,ปข,สามร้อยยอด,8
452,ประจวบคีรีขันธ์,ปข,หัวหิน,6
453,ปราจีนบุรี,ปจ,กบินทร์บุรี,2
454,ปราจีนบุรี,ปจ,คลองหาด,13
455,ปราจีนบุรี,ปจ,โคกปีบ,3
456,ปราจีนบุรี,ปจ,ตาพระยา,4
457,ปราจีนบุรี,ปจ,นาดี,11
458,ปราจีนบุรี,ปจ,บ้านสร้าง,5
459,ปราจีนบุรี,ปจ,ประจันตคาม,6
460,ปราจีนบุรี,ปจ,เมืองปราจีนบุรี,1
461,ปราจีนบุรี,ปจ,วังน้ำเย็น,12
462,ปราจีนบุรี,ปจ,วัฒนานคร,7
463,ปราจีนบุรี,ปจ,ศรีมหาโพธิ,8
464,ปราจีนบุรี,ปจ,ศรีมโหสถ,14
465,ปราจีนบุรี,ปจ,สระแก้ว,9
466,ปราจีนบุรี,ปจ,อรัญประเทศ,10
467,ปทุมธานี,ปท,คลองหลวง,2
468,ปทุมธานี,ปท,เชียงราก,9
469,ปทุมธานี,ปท,ธัญบุรี,3
470,ปทุมธานี,ปท,บางกระดี่,8
471,ปทุมธานี,ปท,เมืองปทุมธานี,1
472,ปทุมธานี,ปท,ลาดหลุมแก้ว,4
473,ปทุมธานี,ปท,ลำลูกกา,5
474,ปทุมธานี,ปท,สามโคก,6
475,ปทุมธานี,ปท,หนองเสือ,7
476,ปัตตานี,ปน,กะพ้อ,11
477,ปัตตานี,ปน,โคกโพธิ์,2
